,latitude,longitude,유형,이름,시,구,동,최대 매매가(만원),최소 매매가(만원),최대 전세가(만원),최소 전세가(만원),전세가율,실거래년1,실거래월1,실거래가1,실거래년2,실거래월2,실거래가2,실거래년3,실거래월3,실거래가3
759,37.387594,127.951725,아파트,광희,강원도,원주시,태장동,9000,9000,0,0,0.0,2023,5,7800,2022,4,8900,2013,9,5000
760,37.37552,127.955385,아파트,금광포란재1단지,강원도,원주시,태장동,23500,12900,17500,11000,0.7446808510638298,2023,7,12500,2023,6,12900,2023,5,12700
761,37.407172,127.945934,아파트,뉴스테이,강원도,원주시,태장동,7000,5000,0,0,0.0,2023,6,4400,2023,5,5650,2023,2,6500
762,37.38006,127.950855,아파트,대흥2차,강원도,원주시,태장동,15000,7500,7000,6000,0.4666666666666667,2023,6,7200,2023,5,7500,0,0,0
763,37.382522,127.955483,아파트,두진백로,강원도,원주시,태장동,12200,3500,3600,3000,0.29508196721311475,2023,7,3800,2023,6,4000,2023,5,3300
764,37.394939,127.955058,아파트,백운2차,강원도,원주시,태장동,3000,3000,0,0,0.0,2023,6,3400,2021,7,3000,2021,6,3000
765,37.402192,127.951936,아파트,백운3차,강원도,원주시,태장동,7500,4300,5500,5000,0.7333333333333333,2023,3,5200,2023,2,5200,2022,12,4650
766,37.38431,127.94881,아파트,북원(주상복합),강원도,원주시,태장동,6200,6000,0,0,0.0,2022,9,4300,2021,3,4400,2019,2,5500
767,37.381297,127.957945,아파트,삼정백조,강원도,원주시,태장동,9800,7000,7000,7000,0.7142857142857143,2023,5,7500,2023,4,7500,2023,2,7650
768,37.382027,127.957516,아파트,상록,강원도,원주시,태장동,0,0,0,0,0,2022,9,4500,2019,5,3200,2013,3,4000
769,37.374619,127.953342,아파트,상록2차,강원도,원주시,태장동,10000,5000,6000,4000,0.6,2020,10,2900,2016,4,3750,2015,7,2900
770,37.362979,127.961105,아파트,성호,강원도,원주시,태장동,11500,7000,7500,7000,0.6521739130434783,2023,6,8000,2023,5,7300,2023,3,6600
771,37.363781,127.960247,아파트,성호샤인힐즈2차,강원도,원주시,태장동,20000,10300,11000,9000,0.55,2023,6,11800,2023,5,12700,0,0,0
772,37.363493,127.96229,아파트,세인트파크,강원도,원주시,태장동,27500,24500,0,0,0.0,2021,9,23000,2017,8,23000,2017,7,21000
773,37.368156,127.950038,아파트,영진2차,강원도,원주시,태장동,17000,7300,10000,10000,0.5882352941176471,2023,4,7700,2023,2,6000,2022,11,8200
774,37.3795,127.947603,아파트,요진보네르카운티2차,강원도,원주시,태장동,35000,21000,16000,14000,0.45714285714285713,2023,5,20500,2023,3,20700,2022,11,21000
775,37.395911,127.953069,아파트,우성1차,강원도,원주시,태장동,17000,11000,0,0,0.0,2022,9,8200,2022,2,7400,2022,1,8200
776,37.388624,127.956329,아파트,이안원주태장,강원도,원주시,태장동,32000,20500,20000,12000,0.625,2023,6,23300,2023,5,20000,2023,1,23200
777,37.382288,127.957278,아파트,정암,강원도,원주시,태장동,4700,4500,0,0,0.0,0,0,0,0,0,0,0,0,0
778,37.37888,127.950358,아파트,진우,강원도,원주시,태장동,8000,6500,0,0,0.0,2023,3,7500,2023,1,6800,2022,10,7800
779,37.380888,127.94898,아파트,태봉우성2차,강원도,원주시,태장동,15800,11000,0,0,0.0,2023,7,10700,2023,3,12500,2023,1,10250
780,37.362024,127.960541,아파트,"태장동보렉스7,8차",강원도,원주시,태장동,14800,7500,10000,9000,0.6756756756756757,2023,5,10200,2023,3,8700,2023,2,9400
781,37.385658,127.954555,아파트,태장주공1단지,강원도,원주시,태장동,18500,13300,12000,12000,0.6486486486486487,2023,5,14800,2023,4,13800,2023,3,15000
782,37.384874,127.955109,아파트,태장주공2단지,강원도,원주시,태장동,12900,6700,11000,10000,0.8527131782945736,2023,3,6200,2022,10,6100,2022,8,7000
783,37.3849,127.954228,아파트,태장주공3단지,강원도,원주시,태장동,9500,8000,7500,7000,0.7894736842105263,2023,6,7200,2023,5,6900,2023,3,6900
784,37.362365,127.957922,아파트,현대,강원도,원주시,태장동,16000,8500,7500,7500,0.46875,2023,6,9900,2023,5,12000,2023,4,9900
785,37.362103,127.956251,아파트,흥화브라운빌,강원도,원주시,태장동,21000,18000,13000,12000,0.6190476190476191,2023,6,17500,2023,5,17800,0,0,0
786,37.312015,127.927455,아파트,거장2차,강원도,원주시,판부면,11000,5600,8700,3000,0.7909090909090909,2023,6,6000,2022,11,6600,2022,10,7000
787,37.321538,127.940614,아파트,남원주코아루미소지움,강원도,원주시,판부면,35000,23000,20000,20000,0.5714285714285714,2023,7,22700,2022,7,27400,2022,5,27000
788,37.321753,127.937985,아파트,원주더샵,강원도,원주시,판부면,50000,38000,0,0,0.0,2022,5,38000,2022,3,35000,2022,1,36000
789,37.353742,127.938218,아파트,삼천리1차,강원도,원주시,학성동,16500,9500,9000,9000,0.5454545454545454,2022,2,11900,2020,3,8500,2019,12,8800
790,37.353192,127.937722,아파트,삼천리2차,강원도,원주시,학성동,13000,9500,9000,9000,0.6923076923076923,2023,3,8500,2022,9,11700,2022,6,10200
791,37.354652,127.93772,아파트,삼천리3차,강원도,원주시,학성동,13500,10000,0,0,0.0,2023,6,9700,2023,3,10400,2022,10,10300
792,37.352283,127.942622,아파트,영진,강원도,원주시,학성동,6500,2000,6000,5000,0.9230769230769231,2022,4,4600,2022,3,4700,2019,5,5600
793,37.352447,127.943298,아파트,영진로얄맨션,강원도,원주시,학성동,15000,12500,0,0,0.0,2022,6,12700,2021,11,11300,2021,10,10000
794,37.352916,127.943174,아파트,영진로얄타운,강원도,원주시,학성동,13500,11000,0,0,0.0,2023,3,10300,2023,2,9500,2023,1,8200
795,37.343719,127.988124,아파트,건영,강원도,원주시,행구동,29000,10000,19000,19000,0.6551724137931034,2023,3,11000,2023,1,10000,2022,11,11800
796,37.340409,127.969739,아파트,행구금강아미움,강원도,원주시,행구동,38000,22000,0,0,0.0,2023,7,22000,2023,5,22800,0,0,0
797,37.33996,127.979739,아파트,현대,강원도,원주시,행구동,18000,10700,15000,13000,0.8333333333333334,2023,7,13500,2023,6,11300,2023,5,11200
798,37.344663,127.973214,아파트,효성백년가약,강원도,원주시,행구동,46000,23500,26000,26000,0.5652173913043478,2023,5,22000,2023,3,24500,2023,1,26000
799,37.353148,127.900111,아파트,만종대보,강원도,원주시,호저면,5500,5000,0,0,0.0,2023,6,6300,2023,3,5300,2022,12,7000
800,37.332709,127.887713,아파트,거장,강원도,원주시,흥업면,3500,3000,5500,5500,1.5714285714285714,2023,7,3300,2023,4,2600,2023,3,3200
801,37.291499,127.917753,아파트,남원주두산위브,강원도,원주시,흥업면,39000,21000,17500,16000,0.44871794871794873,2023,7,23500,2023,2,23700,2022,11,22000
802,37.277661,127.910461,아파트,원주매지청솔,강원도,원주시,흥업면,10000,4500,0,0,0.0,2023,7,5000,2023,6,5000,2023,5,4400
803,37.279717,127.912094,아파트,현대,강원도,원주시,흥업면,10600,5900,6500,6500,0.6132075471698113,2023,7,6600,2023,5,5800,2023,2,5850
804,37.302235,127.923652,아파트,흥업경동,강원도,원주시,흥업면,7500,4200,5500,5000,0.7333333333333333,2023,5,3000,2023,2,4500,0,0,0
805,37.94663,128.31458,아파트,한백내린천,강원도,인제군,기린면,0,0,0,0,0,2023,6,12000,2019,12,7000,2018,12,8000
806,37.969832,128.083317,아파트,대삼,강원도,인제군,남면,0,0,0,0,0,2022,10,5700,2020,8,4900,2015,9,5200
807,38.125953,128.207161,아파트,꿈의궁전,강원도,인제군,북면,0,0,0,0,0,2023,6,5800,2023,4,6000,2023,3,5600
808,38.123738,128.208066,아파트,넥스젠코스메틱,강원도,인제군,북면,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,38.127769,128.207273,아파트,미진원통,강원도,인제군,북면,0,0,0,0,0,2023,5,7000,2022,4,8600,2022,3,8600
810,38.126779,128.208783,아파트,신아,강원도,인제군,북면,0,0,0,0,0,2022,3,4800,2020,7,4800,2019,5,5700
811,38.129587,128.220277,아파트,운암,강원도,인제군,북면,0,0,0,0,0,2019,6,8500,2017,9,5400,2016,6,7500
812,38.117571,128.199075,아파트,혜진,강원도,인제군,북면,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,38.218722,128.20973,아파트,산호,강원도,인제군,서화면,6000,6000,0,0,0.0,2022,7,4500,2020,12,4500,2020,5,4500
814,38.069801,128.174965,아파트,내설악,강원도,인제군,인제읍,0,0,0,0,0,2023,6,7200,2023,5,8400,2023,4,8300
815,38.07002,128.17645,아파트,신아(리버빌),강원도,인제군,인제읍,0,0,0,0,0,2022,3,11000,2022,2,10000,2021,3,11200
816,38.063725,128.164865,아파트,인제대희지센트,강원도,인제군,인제읍,0,0,0,0,0,2022,9,20000,2022,6,19700,2022,3,19600
817,38.06256,128.166221,아파트,인제라온프라이빗,강원도,인제군,인제읍,0,0,0,0,0,2023,5,23000,2023,4,21000,2022,11,19000
818,38.071552,128.178478,아파트,인제양우내안애,강원도,인제군,인제읍,29000,29000,0,0,0.0,2023,6,26000,2023,3,29500,2023,1,28000
819,38.07709,128.192456,아파트,한양쉐르빌,강원도,인제군,인제읍,8800,8800,0,0,0.0,2023,4,9500,2023,3,9600,2023,1,9400
820,37.205087,128.854435,아파트,대원,강원도,정선군,고한읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,37.195041,128.869505,아파트,스카이빌,강원도,정선군,고한읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,37.195137,128.86073,아파트,파인앤유,강원도,정선군,고한읍,19500,19500,0,0,0.0,2023,6,14500,2023,4,16000,2023,2,15780
823,37.239863,128.785835,아파트,무릉주공,강원도,정선군,남면,0,0,0,0,0,2023,6,3500,2023,5,3900,2023,4,3100
824,37.270702,128.739239,아파트,정선수려안,강원도,정선군,남면,0,0,0,0,0,2023,6,9000,2023,5,8550,2023,3,9000
825,37.224624,128.825826,아파트,사북선명,강원도,정선군,사북읍,0,0,0,0,0,2023,5,11800,2023,4,9450,2023,3,11000
826,37.223221,128.826757,아파트,사북선명2차,강원도,정선군,사북읍,0,0,0,0,0,2023,4,11600,2023,2,11500,2023,1,10700
827,37.226645,128.839506,아파트,영동,강원도,정선군,사북읍,0,0,0,0,0,2023,2,1300,2022,6,1300,0,0,0
828,37.498544,128.852379,아파트,낙원,강원도,정선군,임계면,0,0,0,0,0,2021,11,8500,2021,8,8700,2021,2,9500
829,37.379516,128.653744,아파트,미소빌,강원도,정선군,정선읍,0,0,0,0,0,2022,9,6000,2022,4,5700,2022,1,5900
830,37.380648,128.646166,아파트,북실,강원도,정선군,정선읍,0,0,0,0,0,2023,4,5700,2023,3,6500,2023,2,6200
831,37.378952,128.648229,아파트,북실마루,강원도,정선군,정선읍,0,0,0,0,0,2023,1,20800,2019,1,19700,2018,11,18700
832,37.383254,128.673637,아파트,이강아리채(201동),강원도,정선군,정선읍,0,0,0,0,0,2022,3,18000,2020,12,18500,2020,11,17500
833,37.382949,128.673705,아파트,이강아리채(301동),강원도,정선군,정선읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,37.383107,128.673056,아파트,이강아리채(도시형),강원도,정선군,정선읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,37.382597,128.673657,아파트,이강아리채4단지(도시형),강원도,정선군,정선읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,37.379486,128.652716,아파트,현대,강원도,정선군,정선읍,0,0,0,0,0,2022,10,13000,2022,9,14000,2022,7,14500
837,38.144855,127.302163,아파트,리치먼드힐철원,강원도,철원군,갈말읍,28000,28000,0,0,0.0,2023,5,30500,2022,11,28820,2022,8,28820
838,38.143751,127.305548,아파트,명품ESA,강원도,철원군,갈말읍,0,0,0,0,0,2023,4,20500,2023,1,18500,2022,10,20400
839,38.142727,127.306026,아파트,삼호,강원도,철원군,갈말읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,38.147817,127.301368,아파트,유명(한들),강원도,철원군,갈말읍,0,0,0,0,0,2023,6,3750,2023,2,3650,2022,12,3750
841,38.14489,127.303108,아파트,지포도성,강원도,철원군,갈말읍,0,0,0,0,0,2023,5,16200,2022,8,16500,2022,6,17100
842,38.14706,127.316481,아파트,철원중앙,강원도,철원군,갈말읍,0,0,0,0,0,2020,12,4500,2020,11,4000,2013,8,5500
843,38.20643,127.218027,아파트,금강아미움,강원도,철원군,동송읍,0,0,0,0,0,2022,5,20000,2022,4,17000,2021,10,20300
844,38.204526,127.21673,아파트,금학,강원도,철원군,동송읍,0,0,0,0,0,2018,1,5000,2015,6,2200,2014,7,3800
845,38.205269,127.211356,아파트,더블루시티(도시형),강원도,철원군,동송읍,12500,12500,0,0,0.0,0,0,0,0,0,0,0,0,0
846,38.21285,127.228224,아파트,세륭,강원도,철원군,동송읍,5000,5000,0,0,0.0,2022,12,4000,2022,11,3800,2022,9,3500
847,38.201031,127.224387,아파트,유명,강원도,철원군,동송읍,0,0,0,0,0,2023,5,2500,2023,4,2470,2023,2,2500
848,38.202099,127.223805,아파트,한국개나리,강원도,철원군,동송읍,0,0,0,0,0,2023,5,7500,2023,4,7500,2023,1,7300
849,38.244001,127.444267,아파트,신원,강원도,철원군,서면,0,0,0,0,0,2023,5,6600,2022,11,9000,2022,8,9300
850,38.214469,127.210302,아파트,산호그린빌,강원도,철원군,철원읍,0,0,0,0,0,2023,6,11950,2023,3,10500,2023,2,11700
851,37.872072,127.717254,아파트,신성근화미소지움,강원도,춘천시,근화동,54000,20500,30000,26000,0.5555555555555556,2023,6,21300,2023,5,22500,0,0,0
852,37.88038,127.713561,아파트,청와,강원도,춘천시,근화동,9500,8500,7000,7000,0.7368421052631579,2023,6,9000,2022,11,9000,2022,10,7500
853,37.890269,127.719333,아파트,호반,강원도,춘천시,근화동,15000,13000,0,0,0.0,2021,10,12700,2021,3,12500,2020,11,9500
854,37.789286,127.650048,아파트,창촌,강원도,춘천시,남산면,0,0,0,0,0,2023,4,3900,2023,3,3800,2023,1,3500
855,37.854792,127.753775,아파트,부영,강원도,춘천시,동내면,23000,19000,0,0,0.0,2023,7,18500,2023,6,19500,2023,5,20000
856,37.847931,127.76507,아파트,산수빌,강원도,춘천시,동내면,0,0,0,0,0,2023,6,14850,2023,4,14500,2022,9,13650
857,37.833361,127.759024,아파트,신아3차,강원도,춘천시,동내면,0,0,0,0,0,2022,2,4500,2020,3,3950,2016,7,3700
858,37.853563,127.752302,아파트,초록지붕,강원도,춘천시,동내면,27000,23000,0,0,0.0,2023,6,18000,2023,3,23700,2023,1,23000
859,37.857137,127.754892,아파트,현대성우오스타,강원도,춘천시,동내면,34000,31000,0,0,0.0,2023,7,31300,2023,5,33750,2023,4,31500
860,37.858426,127.759468,아파트,호반베르디움,강원도,춘천시,동내면,46000,30000,27000,27000,0.5869565217391305,2023,6,32000,2023,5,32500,2023,4,30500
861,37.85512,127.760395,아파트,호반베르디움에코,강원도,춘천시,동내면,39500,27000,0,0,0.0,0,0,0,0,0,0,0,0,0
862,37.878747,127.765381,아파트,KCC스위첸,강원도,춘천시,동면,39000,25500,26000,26000,0.6666666666666666,2023,6,28500,2023,5,24800,2023,3,25300
863,37.912329,127.7799,아파트,그린하이츠,강원도,춘천시,동면,9500,9500,0,0,0.0,2023,6,8000,2023,2,7000,2022,12,7000
864,37.883151,127.755477,아파트,대동다숲,강원도,춘천시,동면,25000,21000,0,0,0.0,2023,6,25000,2023,4,23900,2023,3,24200
865,37.897947,127.751835,아파트,장학LH해온채,강원도,춘천시,동면,31000,28000,25000,25000,0.8064516129032258,2023,7,28300,2023,5,28200,2023,4,29900
866,37.888773,127.755663,아파트,춘천두산위브,강원도,춘천시,동면,38500,26000,0,0,0.0,2023,6,24800,2023,5,25100,2022,4,29000
867,37.896203,127.753808,아파트,춘천장학사랑으로부영,강원도,춘천시,동면,48000,45000,38000,35000,0.7916666666666666,2022,1,37000,2021,10,38000,0,0,0
868,37.890882,127.755747,아파트,춘천장학아이파크,강원도,춘천시,동면,45000,30500,0,0,0.0,2023,7,30300,2023,4,29500,2023,3,34200
869,37.880766,127.761601,아파트,한일유앤아이,강원도,춘천시,동면,41000,25000,0,0,0.0,2023,7,22000,2023,6,24900,2023,5,24500
870,37.911629,127.725643,아파트,춘천뉴시티코아루,강원도,춘천시,사농동,29000,25000,22000,19000,0.7586206896551724,2023,4,20700,2022,8,20000,2022,6,23000
871,37.908683,127.729475,아파트,춘천롯데캐슬더퍼스트1단지,강원도,춘천시,사농동,32000,21500,20000,20000,0.625,2023,2,21000,2022,11,22500,2022,6,23500
872,37.908758,127.731124,아파트,춘천롯데캐슬더퍼스트2단지,강원도,춘천시,사농동,28000,22000,0,0,0.0,2023,6,25500,2023,5,25500,2023,4,23000
873,37.91185,127.72388,아파트,현대,강원도,춘천시,사농동,25000,15500,18000,18000,0.72,2023,1,16000,2022,4,18100,2022,2,13100
874,37.867646,127.707973,아파트,춘천파크자이,강원도,춘천시,삼천동,75000,36000,39000,33000,0.52,2023,6,40300,2023,4,39000,2023,3,40000
875,37.866827,127.756917,아파트,그랜드,강원도,춘천시,석사동,22000,18500,20000,20000,0.9090909090909091,2023,2,16200,2023,1,16900,2022,9,19100
876,37.851067,127.751912,아파트,극동,강원도,춘천시,석사동,23000,15700,18000,18000,0.782608695652174,2022,6,15000,2022,4,16500,2022,3,13800
877,37.862291,127.738396,아파트,근로복지(석사),강원도,춘천시,석사동,13500,11500,9000,9000,0.6666666666666666,2023,4,10000,2022,7,13400,2022,6,12000
878,37.868301,127.755412,아파트,두산,강원도,춘천시,석사동,17000,15500,0,0,0.0,2023,6,15900,2023,5,17000,0,0,0
879,37.857242,127.74496,아파트,봄내,강원도,춘천시,석사동,0,0,0,0,0,2023,5,8500,2022,9,10500,2022,7,10000
880,37.854556,127.748821,아파트,삼익세라믹1차,강원도,춘천시,석사동,16500,14500,0,0,0.0,0,0,0,0,0,0,0,0,0
881,37.853135,127.750031,아파트,삼익세라믹2차,강원도,춘천시,석사동,18000,14500,0,0,0.0,2022,9,14400,2022,6,15000,2022,5,15500
882,37.851896,127.750399,아파트,석사,강원도,춘천시,석사동,17000,16000,10000,10000,0.5882352941176471,2021,6,14900,2017,3,16850,2016,2,12100
883,37.869788,127.755305,아파트,석사3지구부영,강원도,춘천시,석사동,16000,13000,0,0,0.0,2023,2,10500,2022,4,12300,2022,1,12000
884,37.869818,127.756851,아파트,석사대우,강원도,춘천시,석사동,53000,27000,0,0,0.0,2023,6,29800,2023,5,28000,2023,3,28000
885,37.853828,127.749824,아파트,석사신도브래뉴,강원도,춘천시,석사동,43000,39000,0,0,0.0,2023,4,30000,2023,1,33000,2022,9,34700
886,37.856551,127.746235,아파트,석사신우,강원도,춘천시,석사동,20000,20000,0,0,0.0,2023,6,17000,2023,2,18300,2022,8,18000
887,37.851479,127.746945,아파트,석사현진에버빌1차,강원도,춘천시,석사동,45000,29000,35000,35000,0.7777777777777778,2023,6,29000,0,0,0,0,0,0
888,37.862798,127.737023,아파트,세경5차,강원도,춘천시,석사동,12500,11500,9000,9000,0.72,2023,4,10500,2023,3,10500,0,0,0
889,37.868018,127.753447,아파트,진흥,강원도,춘천시,석사동,17500,15500,0,0,0.0,2023,6,17000,0,0,0,0,0,0
890,37.869496,127.753465,아파트,청구,강원도,춘천시,석사동,17000,14000,14500,14500,0.8529411764705882,2023,5,15300,2022,11,17000,2022,9,18000
891,37.855273,127.743012,아파트,퇴계주공3단지,강원도,춘천시,석사동,25000,22000,0,0,0.0,2023,7,22000,2023,6,21200,0,0,0
892,37.854627,127.744219,아파트,퇴계주공4단지,강원도,춘천시,석사동,21000,14700,16000,15000,0.7619047619047619,2023,4,15800,2023,3,15100,2022,12,14940
893,37.855764,127.740692,아파트,현대3차,강원도,춘천시,석사동,39000,26900,24000,24000,0.6153846153846154,2023,6,26500,2023,4,27700,2022,12,25300
894,37.852552,127.742964,아파트,현진에버빌2차,강원도,춘천시,석사동,72000,36000,0,0,0.0,2023,6,25500,2023,5,33000,2023,3,31700
895,37.853842,127.739619,아파트,휴먼타운,강원도,춘천시,석사동,29000,19000,23000,21000,0.7931034482758621,2023,2,13000,2022,4,19000,2022,3,19000
896,37.885584,127.727138,아파트,e편한세상춘천,강원도,춘천시,소양로2가,73000,30000,35000,26000,0.4794520547945205,2023,6,33700,2023,4,32500,0,0,0
897,37.889143,127.727102,아파트,소양로현대,강원도,춘천시,소양로2가,30000,14000,16000,12700,0.5333333333333333,2023,7,16400,2023,6,14400,2023,5,14200
898,37.884938,127.724253,아파트,신동아(주상복합),강원도,춘천시,소양로2가,0,0,0,0,0,2022,7,18300,2022,5,18300,2021,12,14000
899,37.932324,127.790772,아파트,소양강양우내안애,강원도,춘천시,신북읍,15500,7500,0,0,0.0,2023,7,7200,2023,6,8400,2023,5,8000
900,37.932626,127.788337,아파트,춘천해강,강원도,춘천시,신북읍,11500,6500,0,0,0.0,2023,5,6500,2023,4,7000,2023,3,6000
901,37.872521,127.724238,아파트,모아엘가센텀뷰,강원도,춘천시,약사동,51000,32500,36000,28000,0.7058823529411765,2021,9,23880,2021,7,28880,2021,6,29040
902,37.871676,127.722397,아파트,춘천롯데캐슬위너클래스,강원도,춘천시,약사동,70000,39000,37000,37000,0.5285714285714286,0,0,0,0,0,0,0,0,0
903,37.863547,127.720325,아파트,가온펠리스(도시형),강원도,춘천시,온의동,11000,10000,0,0,0.0,0,0,0,0,0,0,0,0,0
904,37.866836,127.716467,아파트,금호3차,강원도,춘천시,온의동,29000,14500,15000,13500,0.5172413793103449,2023,6,15500,2022,12,14500,2022,8,13800
905,37.86599,127.717152,아파트,럭키,강원도,춘천시,온의동,22000,15700,15000,15000,0.6818181818181818,2021,6,15000,2020,12,11500,2019,12,13500
906,37.86945,127.71324,아파트,보배온의,강원도,춘천시,온의동,25000,17800,22000,15000,0.88,2023,7,18700,2023,4,16300,2023,3,18200
907,37.870011,127.71434,아파트,온의금호1차,강원도,춘천시,온의동,28000,21000,0,0,0.0,2023,5,21500,2022,11,16000,2022,4,21300
908,37.869841,127.718706,아파트,온의롯데캐슬스카이클래스(주거복합),강원도,춘천시,온의동,150000,50000,70000,38000,0.4666666666666667,2023,6,51500,2023,5,49800,0,0,0
909,37.8676,127.715884,아파트,온의마젤란21,강원도,춘천시,온의동,36000,29500,0,0,0.0,2023,6,30000,2023,5,29500,2023,4,30850
910,37.867696,127.714463,아파트,온의한주,강원도,춘천시,온의동,19800,16000,0,0,0.0,2023,6,13000,2023,4,13800,2023,3,16300
911,37.868989,127.720795,아파트,춘천센트럴타워푸르지오(주상복합),강원도,춘천시,온의동,95000,60000,45000,43000,0.47368421052631576,2023,5,61500,2023,4,63500,2022,6,70000
912,37.86818,127.711455,아파트,춘천센트럴파크푸르지오,강원도,춘천시,온의동,95000,36000,68000,33000,0.7157894736842105,2023,6,38000,2023,5,38900,2023,2,37000
913,37.883195,127.726544,아파트,춘천요선한신휴플러스,강원도,춘천시,요선동,39000,22800,0,0,0.0,2023,3,23750,2023,2,23750,2023,1,23750
914,37.897437,127.737044,아파트,강변코아루,강원도,춘천시,우두동,52000,24000,0,0,0.0,2023,4,23500,2022,12,22800,2022,4,22000
915,37.89857,127.732014,아파트,동부,강원도,춘천시,우두동,29500,14500,16500,12000,0.559322033898305,2023,6,13000,2023,5,14000,2023,4,15500
916,37.900677,127.731529,아파트,롯데인벤스,강원도,춘천시,우두동,47000,25000,19000,19000,0.40425531914893614,2022,9,23500,2022,6,24500,2022,4,22200
917,37.89917,127.730386,아파트,삼성,강원도,춘천시,우두동,32000,19000,18000,18000,0.5625,2023,5,19200,2023,4,19400,2022,11,24500
918,37.908793,127.735547,아파트,춘천우두이지더원시그니처,강원도,춘천시,우두동,51000,38500,33000,27000,0.6470588235294118,2022,1,31011,2021,12,23230,2021,11,24230
919,37.911832,127.735369,아파트,춘천파크에뷰,강원도,춘천시,우두동,40000,28000,28000,24000,0.7,2023,3,20000,2023,2,27000,2023,1,27500
920,37.877226,127.734112,아파트,동부시장현대,강원도,춘천시,운교동,11000,8400,0,0,0.0,2015,7,4950,2014,7,5800,2011,10,5600
921,37.878613,127.728585,아파트,미도파(주상복합),강원도,춘천시,조양동,22000,13000,17000,17000,0.7727272727272727,2023,2,12000,2022,3,12000,2022,2,12450
922,37.877729,127.727792,아파트,브라운가,강원도,춘천시,죽림동,21000,21000,0,0,0.0,2021,10,16200,2020,6,16700,2019,3,16200
923,37.877222,127.726851,아파트,호수경남아너스빌(주상복합),강원도,춘천시,죽림동,21500,16000,0,0,0.0,2010,3,1471,0,0,0,0,0,0
924,37.843375,127.710103,아파트,대우1차,강원도,춘천시,칠전동,15500,14000,0,0,0.0,2023,5,12500,2023,3,14800,2023,2,13000
925,37.840937,127.711578,아파트,춘천칠전대우2차,강원도,춘천시,칠전동,24000,17300,0,0,0.0,2023,5,17750,2023,4,18100,0,0,0
926,37.843768,127.712022,아파트,춘천칠전사랑으로부영,강원도,춘천시,칠전동,19000,15000,16500,16000,0.868421052631579,2023,6,16000,2023,3,17800,2023,1,16150
927,37.854556,127.73097,아파트,e편한세상춘천한숲시티,강원도,춘천시,퇴계동,100000,36000,52000,31000,0.52,2023,7,39300,2023,6,38800,2023,5,36300
928,37.857582,127.727935,아파트,그린타운,강원도,춘천시,퇴계동,28000,19000,0,0,0.0,2023,6,23100,2023,5,20500,0,0,0
929,37.861712,127.733488,아파트,남춘천휴먼시아1단지,강원도,춘천시,퇴계동,63000,38000,0,0,0.0,2023,4,38500,2023,2,38500,2022,10,42000
930,37.849693,127.746031,아파트,뜨란채,강원도,춘천시,퇴계동,32000,24500,25000,25000,0.78125,2023,7,29100,2023,6,27400,2023,5,27500
931,37.861535,127.730886,아파트,유승한내들,강원도,춘천시,퇴계동,41000,25700,0,0,0.0,2023,5,30000,2023,3,29000,2022,7,24500
932,37.866751,127.726242,아파트,일성,강원도,춘천시,퇴계동,25000,17000,0,0,0.0,2023,5,15750,2023,3,16700,2023,2,15600
933,37.855015,127.736217,아파트,중앙하이츠빌1단지,강원도,춘천시,퇴계동,40000,28700,0,0,0.0,2023,6,30500,2023,3,28000,2023,2,27200
934,37.85633,127.735792,아파트,중앙하이츠빌2단지,강원도,춘천시,퇴계동,35500,34500,0,0,0.0,2023,5,29000,2023,2,32500,2022,6,30500
935,37.852979,127.736588,아파트,중앙하이츠빌3단지,강원도,춘천시,퇴계동,38000,32000,27000,27000,0.7105263157894737,2023,7,30900,2023,4,32200,2022,9,31000
936,37.853189,127.735747,아파트,춘천퇴계세영리첼,강원도,춘천시,퇴계동,34000,29500,0,0,0.0,2023,7,30000,2023,5,29600,2023,3,25000
937,37.849475,127.736896,아파트,퇴계금호타운,강원도,춘천시,퇴계동,25000,15500,17500,17500,0.7,2023,6,16900,2023,5,15800,2023,4,14400
938,37.857739,127.729571,아파트,퇴계쌍용스윗닷홈,강원도,춘천시,퇴계동,60000,30000,0,0,0.0,2023,5,36000,2022,12,27000,2022,9,36250
939,37.85901,127.729793,아파트,퇴계우성,강원도,춘천시,퇴계동,31800,25000,0,0,0.0,2023,6,24500,2023,2,24000,2022,12,23400
940,37.857834,127.73165,아파트,퇴계이안,강원도,춘천시,퇴계동,65000,24000,39000,28000,0.6,2021,12,26000,2021,4,24300,2021,3,25000
941,37.859369,127.736929,아파트,퇴계주공1단지,강원도,춘천시,퇴계동,17000,14900,0,0,0.0,2023,6,15500,0,0,0,0,0,0
942,37.858213,127.736103,아파트,퇴계주공2단지,강원도,춘천시,퇴계동,20000,14000,0,0,0.0,2023,6,15000,2023,5,14700,0,0,0
943,37.850586,127.742108,아파트,퇴계주공6단지,강원도,춘천시,퇴계동,22500,18500,0,0,0.0,2023,7,21500,2023,6,19900,0,0,0
