,latitude,longitude,유형,이름,시,구,동,최대 매매가(만원),최소 매매가(만원),최대 전세가(만원),최소 전세가(만원),전세가율,실거래년1,실거래월1,실거래가1,실거래년2,실거래월2,실거래가2,실거래년3,실거래월3,실거래가3
580,37.339155,127.959731,아파트,길우엘린,강원도,원주시,개운동,0,0,0,0,0,2021,6,13500,2020,12,13000,2018,7,13500
581,37.34079,127.95482,아파트,덕산,강원도,원주시,개운동,0,0,0,0,0,2023,6,10300,2023,2,9800,2023,1,9000
582,37.337126,127.961107,아파트,서초,강원도,원주시,개운동,7300,7300,0,0,0.0,2023,6,4600,2022,9,5200,2022,3,5850
583,37.338965,127.962088,아파트,세경,강원도,원주시,개운동,8700,8300,7000,7000,0.8045977011494253,2023,6,6400,2023,5,7700,0,0,0
584,37.337321,127.960494,아파트,예가하이빌(도시형),강원도,원주시,개운동,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,37.338431,127.954696,아파트,원주개운휴먼시아1단지,강원도,원주시,개운동,29000,22000,0,0,0.0,0,0,0,0,0,0,0,0,0
586,37.34102,127.962279,아파트,원주힐스테이트,강원도,원주시,개운동,45000,32000,28000,28000,0.6222222222222222,2023,7,38000,2023,3,30000,2022,10,33000
587,37.334113,127.95023,아파트,원흥1단지,강원도,원주시,개운동,9900,6500,9000,9000,0.9090909090909091,2023,3,7270,2022,6,7500,2021,11,7500
588,37.334943,127.953818,아파트,원흥3단지,강원도,원주시,개운동,24000,8700,0,0,0.0,2023,6,8300,2023,2,8700,2022,11,8300
589,37.314004,127.962225,아파트,단관코아루,강원도,원주시,관설동,25000,20000,0,0,0.0,2023,7,19300,2023,6,19300,2023,5,20500
590,37.31496,127.963871,아파트,원주단관청솔5차,강원도,원주시,관설동,13500,9500,12000,8200,0.8888888888888888,2023,6,11000,2023,5,11000,0,0,0
591,37.317826,127.965574,아파트,원주단관청솔6차,강원도,원주시,관설동,15000,10500,12000,9000,0.8,2023,6,9600,2023,5,12500,0,0,0
592,37.316546,127.965315,아파트,원주단관청솔8차,강원도,원주시,관설동,15000,9800,11500,8200,0.7666666666666667,2023,7,12000,2023,6,13300,0,0,0
593,37.315329,127.962687,아파트,현진에버빌4차,강원도,원주시,관설동,22000,18000,0,0,0.0,2023,6,19400,2023,3,19800,2022,7,18000
594,37.353133,127.929019,아파트,단계롯데,강원도,원주시,단계동,18500,14500,12000,12000,0.6486486486486487,2022,11,16400,2022,9,16000,2022,6,17000
595,37.351043,127.929709,아파트,단계삼익,강원도,원주시,단계동,22800,18000,17500,16500,0.7675438596491229,2023,6,16500,2023,4,20000,2023,2,20200
596,37.355855,127.93019,아파트,단계은행,강원도,원주시,단계동,11500,7400,8500,8000,0.7391304347826086,2022,11,8900,2022,8,8900,2022,6,7500
597,37.360165,127.934566,아파트,단계이안1단지,강원도,원주시,단계동,33000,21500,0,0,0.0,2023,6,20800,2023,5,22900,0,0,0
598,37.361598,127.93496,아파트,단계이안2단지,강원도,원주시,단계동,28000,21000,17000,15000,0.6071428571428571,2023,2,20000,2022,11,23000,2022,7,24800
599,37.356956,127.933169,아파트,동보렉스3차,강원도,원주시,단계동,12000,6300,6000,6000,0.5,2023,5,5000,2023,3,5080,2023,2,6250
600,37.357181,127.932255,아파트,동보렉스4차,강원도,원주시,단계동,15000,6700,10000,10000,0.6666666666666666,2023,7,7000,2023,5,7700,2023,4,7250
601,37.351395,127.930691,아파트,라이프타운,강원도,원주시,단계동,35000,21000,19000,15000,0.5428571428571428,2023,4,20800,2022,11,23000,2022,9,22500
602,37.352523,127.932914,아파트,백간성일,강원도,원주시,단계동,21000,16000,0,0,0.0,2023,5,15400,2023,1,14000,2022,10,16800
603,37.351558,127.932587,아파트,벽산,강원도,원주시,단계동,27000,19500,15000,15000,0.5555555555555556,2023,6,19000,2023,4,21000,2023,2,21800
604,37.351339,127.927237,아파트,봉화산e-편한세상,강원도,원주시,단계동,40000,28000,0,0,0.0,2023,6,29500,2023,5,25000,2023,4,29800
605,37.352716,127.924312,아파트,봉화산벨라시티,강원도,원주시,단계동,38000,24500,0,0,0.0,2023,6,23500,2023,4,24600,2023,3,24000
606,37.352678,127.930092,아파트,세경3차,강원도,원주시,단계동,14000,9900,12500,8500,0.8928571428571429,2023,7,9000,2023,6,12500,2023,5,11500
607,37.347841,127.935325,아파트,아이손(도시형),강원도,원주시,단계동,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,37.353079,127.926499,아파트,원주봉화산벨라시티2차,강원도,원주시,단계동,42000,24500,30000,30000,0.7142857142857143,2023,6,25500,2023,4,24500,2023,1,25800
609,37.354722,127.926265,아파트,원주봉화산벨라시티3차,강원도,원주시,단계동,39000,25500,0,0,0.0,2023,4,25800,2022,12,25800,2022,9,27000
610,37.355178,127.920618,아파트,원주봉화산푸르지오,강원도,원주시,단계동,44000,25000,20000,20000,0.45454545454545453,2023,6,25500,2023,5,27500,2023,4,26000
611,37.347711,127.926558,아파트,이끌린(도시형),강원도,원주시,단계동,11500,10000,9500,8000,0.8260869565217391,2019,2,11000,0,0,0,0,0,0
612,37.352513,127.932135,아파트,장미,강원도,원주시,단계동,15300,12500,11500,11000,0.7516339869281046,2023,7,10700,2023,6,12000,2023,5,10700
613,37.344007,127.928324,아파트,카이저하임(도시형),강원도,원주시,단계동,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,37.343203,127.928396,아파트,코오롱,강원도,원주시,단계동,22000,15000,15500,12000,0.7045454545454546,2023,5,16200,2023,3,16000,2023,1,12000
615,37.34861,127.936497,아파트,하나비바채(주상복합),강원도,원주시,단계동,15500,14000,13000,13000,0.8387096774193549,0,0,0,0,0,0,0,0,0
616,37.356955,127.930596,아파트,현대3차,강원도,원주시,단계동,24000,12500,15000,15000,0.625,2023,7,13000,2023,4,13000,2023,3,13500
617,37.355467,127.928892,아파트,현진,강원도,원주시,단계동,19000,13000,14000,13500,0.7368421052631579,2023,1,13000,2022,1,11000,2021,10,15500
618,37.322354,127.95325,아파트,구곡청솔2차,강원도,원주시,단구동,14000,9000,10000,9000,0.7142857142857143,2023,7,9900,2023,6,10000,2023,5,12000
619,37.328407,127.945822,아파트,구곡현대1차,강원도,원주시,단구동,18000,13000,14500,13000,0.8055555555555556,2023,6,15000,0,0,0,0,0,0
620,37.321623,127.950532,아파트,구곡현대2차,강원도,원주시,단구동,19500,15500,0,0,0.0,2023,5,17800,2022,10,16500,2022,4,18500
621,37.331832,127.947534,아파트,노빌리티타워(주상복합),강원도,원주시,단구동,22500,18500,0,0,0.0,2022,4,22000,2022,2,20700,2021,10,16500
622,37.32158,127.954018,아파트,단관청솔3차,강원도,원주시,단구동,12200,10000,10000,9000,0.819672131147541,2023,6,10500,2023,5,12000,2023,4,8500
623,37.320201,127.953545,아파트,단관청솔4차,강원도,원주시,단구동,13800,10000,10000,10000,0.7246376811594203,2023,7,10900,2023,6,10700,0,0,0
624,37.323564,127.96011,아파트,단구신성미소지움,강원도,원주시,단구동,36000,19000,0,0,0.0,2022,5,19200,2022,1,18300,2021,12,18000
625,37.331241,127.95373,아파트,단구한신더휴,강원도,원주시,단구동,39500,27000,28000,28000,0.7088607594936709,2023,2,23500,2023,1,24800,0,0,0
626,37.324725,127.955573,아파트,단구현진에버빌1차,강원도,원주시,단구동,23000,19500,15500,15500,0.6739130434782609,2023,4,19500,2023,3,15000,2023,1,21500
627,37.330083,127.947389,아파트,대림,강원도,원주시,단구동,17500,14000,15000,13000,0.8571428571428571,2023,7,15400,2023,6,13600,0,0,0
628,37.323138,127.964516,아파트,대흥1차,강원도,원주시,단구동,14500,10000,10000,10000,0.6896551724137931,0,0,0,0,0,0,0,0,0
629,37.328527,127.952355,아파트,동보노빌리티타워골드(주상복합),강원도,원주시,단구동,37000,21000,0,0,0.0,2022,6,23500,2022,3,23000,2021,8,20000
630,37.328427,127.951046,아파트,동보렉스5차,강원도,원주시,단구동,10000,9400,9500,9500,0.95,2023,5,8000,2023,4,7000,2023,3,7500
631,37.330638,127.959892,아파트,동주,강원도,원주시,단구동,8300,8300,4000,4000,0.4819277108433735,2023,2,6500,2022,3,6400,2021,9,5600
632,37.326236,127.947945,아파트,두산,강원도,원주시,단구동,23000,20000,0,0,0.0,2023,5,18000,2023,4,17000,2022,9,19100
633,37.33035,127.960039,아파트,선아,강원도,원주시,단구동,9800,9800,0,0,0.0,2023,4,10000,2022,8,8950,2022,6,10000
634,37.320498,127.952687,아파트,성일,강원도,원주시,단구동,16000,8500,11000,7000,0.6875,2023,6,8300,2023,5,8350,2023,3,7400
635,37.32267,127.952291,아파트,세경5차,강원도,원주시,단구동,0,0,9500,9500,0,2023,6,9500,0,0,0,0,0,0
636,37.320723,127.95157,아파트,세경웰러스,강원도,원주시,단구동,24500,18300,19000,16000,0.7755102040816326,2023,5,17500,2023,4,20000,2023,3,18200
637,37.328074,127.947311,아파트,원주구곡청솔7차,강원도,원주시,단구동,15000,11500,13000,9000,0.8666666666666667,2023,7,12700,2023,6,10500,0,0,0
638,37.316846,127.948371,아파트,원주단구내안애카운티에듀파크1단지,강원도,원주시,단구동,41000,28500,28000,24000,0.6829268292682927,2023,7,33000,2023,6,30600,0,0,0
639,37.317072,127.946859,아파트,원주단구내안애카운티에듀파크2단지,강원도,원주시,단구동,38000,29000,30000,25000,0.7894736842105263,2023,6,34800,2023,5,32500,0,0,0
640,37.329494,127.960468,아파트,원흥,강원도,원주시,단구동,15000,9200,0,0,0.0,2023,6,9000,2023,5,8950,2023,4,10000
641,37.320178,127.967389,아파트,유승,강원도,원주시,단구동,23300,19500,18000,18000,0.7725321888412017,2021,9,17350,2021,8,17500,2021,7,16250
642,37.314364,127.958817,아파트,중앙하이츠,강원도,원주시,단구동,39000,21500,27000,27000,0.6923076923076923,2023,6,21000,2023,5,22000,2023,4,22000
643,37.320713,127.950295,아파트,청솔1차,강원도,원주시,단구동,13000,10700,10000,8900,0.7692307692307693,2023,6,10800,2023,5,11500,2023,3,10500
644,37.329942,127.953291,아파트,한신휴플러스2차,강원도,원주시,단구동,32000,19500,20000,20000,0.625,2023,6,20500,2023,4,19800,2023,3,21000
645,37.329246,127.948744,아파트,한일,강원도,원주시,단구동,18000,13700,15000,12500,0.8333333333333334,2023,7,15500,2023,6,17700,0,0,0
646,37.329186,127.956801,아파트,해청,강원도,원주시,단구동,19000,10000,10000,10000,0.5263157894736842,2023,4,9000,2022,11,8500,2022,6,9300
647,37.323705,127.951388,아파트,현진에버빌2차,강원도,원주시,단구동,18000,15800,15000,15000,0.8333333333333334,2023,7,16650,2023,6,16700,0,0,0
648,37.319445,127.955452,아파트,현진에버빌5차,강원도,원주시,단구동,36500,26000,26000,26000,0.7123287671232876,2023,6,27200,2023,5,27900,2023,4,27500
649,37.318878,127.957506,아파트,현진에버빌6차,강원도,원주시,단구동,40000,27000,0,0,0.0,2023,6,26000,2023,4,24500,2023,3,27000
650,37.326753,127.936875,아파트,구곡동보렉스9차,강원도,원주시,명륜동,34500,19500,0,0,0.0,2022,7,22000,2022,3,21000,2021,11,19500
651,37.325807,127.937519,아파트,구곡청구1단지,강원도,원주시,명륜동,31000,21500,0,0,0.0,2022,6,23000,2021,11,20000,2021,9,18000
652,37.325232,127.940284,아파트,구곡청구2단지,강원도,원주시,명륜동,22000,16000,19500,19500,0.8863636363636364,2023,6,15400,2022,5,18200,0,0,0
653,37.334172,127.941608,아파트,단구1단지,강원도,원주시,명륜동,19000,7000,7500,4000,0.39473684210526316,2023,4,7000,2022,2,7300,2021,12,7000
654,37.332164,127.945006,아파트,단구2단지,강원도,원주시,명륜동,16500,11000,9000,7000,0.5454545454545454,2023,6,10250,2023,5,11000,2023,4,9500
655,37.339799,127.95026,아파트,대성현대,강원도,원주시,명륜동,18900,10500,15000,11000,0.7936507936507936,2023,4,9000,2022,3,9500,2022,2,8500
656,37.337222,127.938795,아파트,더샵원주센트럴파크2단지,강원도,원주시,명륜동,75000,42000,37000,29000,0.49333333333333335,2023,6,45900,2023,5,40500,0,0,0
657,37.328695,127.942056,아파트,더샵원주센트럴파크3단지,강원도,원주시,명륜동,51000,28500,25000,22000,0.49019607843137253,2023,3,28000,2023,1,30200,2022,8,29921
658,37.324871,127.938343,아파트,동보노빌리티1차,강원도,원주시,명륜동,30000,21000,20000,20000,0.6666666666666666,2023,5,25970,2023,4,20000,2022,12,23000
659,37.323763,127.939393,아파트,동보노빌리티2차,강원도,원주시,명륜동,39000,26500,25000,25000,0.6410256410256411,2023,6,29500,2022,12,24000,2022,10,32000
660,37.342294,127.948712,아파트,동성,강원도,원주시,명륜동,16500,12300,13000,13000,0.7878787878787878,2023,3,11000,2023,2,10400,2022,10,11200
661,37.340473,127.946817,아파트,동현맨션,강원도,원주시,명륜동,13500,7300,0,0,0.0,2023,7,7000,2023,5,7300,2022,11,7700
662,37.332569,127.943686,아파트,명륜은행,강원도,원주시,명륜동,9500,5000,6000,6000,0.631578947368421,2022,5,6500,2022,4,6000,2022,3,6000
663,37.341687,127.941444,아파트,성원,강원도,원주시,명륜동,23000,12500,0,0,0.0,2022,11,12000,2022,9,12000,2022,3,11800
664,37.342305,127.953328,아파트,세경,강원도,원주시,명륜동,12000,8300,5500,2500,0.4583333333333333,2023,6,10500,2023,5,9500,2023,4,10000
665,37.336306,127.939124,아파트,영진,강원도,원주시,명륜동,18500,9700,0,0,0.0,2023,3,11000,2022,12,9200,2022,3,11500
666,37.3331,127.943121,아파트,원주삼성,강원도,원주시,명륜동,17000,13000,13000,13000,0.7647058823529411,2023,2,14700,2022,9,11800,2022,6,11000
667,37.343297,127.954592,아파트,치악맨숀,강원도,원주시,명륜동,0,0,0,0,0,2022,2,5650,2017,1,6000,2016,5,5950
668,37.334099,127.939487,아파트,한솔솔파크,강원도,원주시,명륜동,40000,26000,23000,20000,0.575,2023,6,25900,2023,4,24500,2022,11,26000
669,37.343856,127.954369,아파트,해동,강원도,원주시,명륜동,0,0,0,0,0,2021,7,4000,2017,7,5400,2017,1,6500
670,37.332919,127.940492,아파트,행운명륜3주공,강원도,원주시,명륜동,11000,7000,8000,5000,0.7272727272727273,2023,5,7300,2023,3,7300,2022,11,7500
671,37.340653,127.945745,아파트,현대1차,강원도,원주시,명륜동,23000,12900,17000,14500,0.7391304347826086,2023,4,12700,2022,11,12500,2022,3,16700
672,37.335171,127.940727,아파트,현대2차,강원도,원주시,명륜동,18500,12000,15000,10000,0.8108108108108109,2023,4,13450,2023,3,12800,2022,1,14500
673,37.326421,127.938861,아파트,현진에버빌3차,강원도,원주시,명륜동,32000,22500,20000,20000,0.625,2023,5,21450,2023,4,22300,2023,3,21500
674,37.335305,127.937594,아파트,더샵원주센트럴파크1단지,강원도,원주시,무실동,58000,31000,35000,23000,0.603448275862069,2023,7,33800,2023,6,33000,2023,5,29000
675,37.332116,127.936139,아파트,더샵원주센트럴파크4단지,강원도,원주시,무실동,75000,52000,47000,36000,0.6266666666666667,2021,12,59230,2021,5,50260,2021,3,53720
676,37.334496,127.924782,아파트,뜨란채,강원도,원주시,무실동,33000,26000,21000,19500,0.6363636363636364,2023,6,27800,2023,5,26500,0,0,0
677,37.337817,127.919034,아파트,무실e-편한세상,강원도,원주시,무실동,73000,38900,45000,30000,0.6164383561643836,2023,6,39500,2023,5,37700,2023,3,40000
678,37.326796,127.932406,아파트,무실우미린,강원도,원주시,무실동,53000,34000,33000,31000,0.6226415094339622,2023,4,32400,2023,3,36500,2023,2,36000
679,37.33383,127.926667,아파트,무실주공3단지,강원도,원주시,무실동,21500,12000,17000,16000,0.7906976744186046,2023,6,12500,2023,3,10300,2022,12,10000
680,37.335903,127.926654,아파트,무실주공4단지,강원도,원주시,무실동,28500,19000,22000,16000,0.7719298245614035,2023,5,20200,2023,4,21000,2023,3,22500
681,37.343303,127.925016,아파트,봉화산포레스트힐(도시형),강원도,원주시,무실동,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,37.332192,127.927875,아파트,사랑으로부영,강원도,원주시,무실동,40000,28000,27000,18000,0.675,2023,6,21900,2023,3,23200,0,0,0
683,37.337054,127.923922,아파트,요진보네르카운티,강원도,원주시,무실동,50000,29500,36000,24000,0.72,2023,6,29500,2023,5,28000,2023,4,28500
684,37.330217,127.927461,아파트,원주무실세영리첼1차,강원도,원주시,무실동,63000,38000,33000,30000,0.5238095238095238,2023,6,38000,2022,4,43000,2022,3,45500
685,37.32857,127.931321,아파트,원주무실세영리첼2차,강원도,원주시,무실동,51000,36500,35000,32000,0.6862745098039216,2023,6,36900,2023,5,38000,2023,3,37200
686,37.336592,127.920412,아파트,원주무실휴먼시아6단지,강원도,원주시,무실동,36000,27000,26000,23500,0.7222222222222222,2023,6,29500,2023,5,29000,0,0,0
687,37.28464,127.819149,아파트,그린사원,강원도,원주시,문막읍,0,0,0,0,0,2021,12,3500,2018,7,2650,2018,5,3000
688,37.291833,127.791877,아파트,남서울,강원도,원주시,문막읍,0,0,0,0,0,2022,5,5600,2008,4,3000,0,0,0
689,37.302548,127.815203,아파트,남정,강원도,원주시,문막읍,0,0,3000,3000,0,2023,5,4000,2022,10,4500,2022,6,5000
690,37.328303,127.827817,아파트,대광미소채,강원도,원주시,문막읍,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,37.319587,127.832424,아파트,대보,강원도,원주시,문막읍,5000,4000,0,0,0.0,2023,6,4200,2023,5,3976,2023,3,4700
692,37.318767,127.832347,아파트,덕원,강원도,원주시,문막읍,8500,6200,5800,5800,0.6823529411764706,2023,6,6900,2023,5,7200,2023,4,6000
693,37.32175,127.833096,아파트,문막동보렉스6차,강원도,원주시,문막읍,10500,6700,0,0,0.0,2023,5,6300,2023,3,6400,2023,2,5800
694,37.328853,127.828003,아파트,문막이화,강원도,원주시,문막읍,4200,3000,0,0,0.0,2022,9,3000,2018,9,3750,2017,4,3900
695,37.326222,127.828392,아파트,문막현진,강원도,원주시,문막읍,11000,5300,0,0,0.0,2023,3,5600,2023,2,5600,2022,9,5600
696,37.325567,127.830086,아파트,부영,강원도,원주시,문막읍,0,0,5002,5002,0,0,0,0,0,0,0,0,0,0
697,37.313601,127.818786,아파트,삼익,강원도,원주시,문막읍,0,0,0,0,0,2023,5,8700,2023,4,7800,2023,3,8900
698,37.31633,127.825131,아파트,서원주코아루아너스,강원도,원주시,문막읍,35000,22000,24000,17000,0.6857142857142857,2023,6,23500,2023,3,22400,0,0,0
699,37.32863,127.829504,아파트,성우,강원도,원주시,문막읍,4000,4000,0,0,0.0,2022,12,3950,2022,10,3860,2022,8,3800
700,37.314241,127.819055,아파트,신한,강원도,원주시,문막읍,10500,10500,6500,6500,0.6190476190476191,2023,7,9000,2023,5,8500,2023,4,9900
701,37.327393,127.827893,아파트,심로,강원도,원주시,문막읍,0,0,0,0,0,2023,4,3400,2022,9,3800,2022,5,3500
702,37.315616,127.822098,아파트,원주문막극동스타클래스,강원도,원주시,문막읍,26000,24000,0,0,0.0,2023,6,20000,2023,3,18650,2023,1,18800
703,37.322236,127.832633,아파트,원주문막신원아침도시,강원도,원주시,문막읍,23000,16800,0,0,0.0,2023,5,17300,2023,3,17500,2023,2,17500
704,37.328415,127.995815,아파트,LH센트럴파크,강원도,원주시,반곡동,38000,27500,25000,22000,0.6578947368421053,2023,6,25700,2023,4,29500,2022,7,31500
705,37.337531,127.971884,아파트,e편한세상반곡,강원도,원주시,반곡동,43000,24500,29000,22000,0.6744186046511628,2023,6,24500,2023,5,18000,2023,3,25500
706,37.332957,127.990464,아파트,반곡모아엘가,강원도,원주시,반곡동,60000,35000,30000,26000,0.5,2023,6,31700,2023,5,32000,2023,4,32000
707,37.339245,127.965225,아파트,반곡벽산블루밍1차,강원도,원주시,반곡동,45000,23000,0,0,0.0,2023,5,21500,2023,3,21000,2022,10,24900
708,37.339074,127.966817,아파트,반곡벽산블루밍2차,강원도,원주시,반곡동,35000,23000,30000,17000,0.8571428571428571,2023,4,21000,2022,6,25500,2021,8,23000
709,37.337112,127.975158,아파트,반곡퍼스트힐,강원도,원주시,반곡동,32000,26000,0,0,0.0,2023,6,24500,2023,3,23000,2023,2,24000
710,37.334361,127.964551,아파트,원주반곡아이파크,강원도,원주시,반곡동,62000,26000,35000,24000,0.5645161290322581,2023,7,27800,2023,6,25000,2023,5,24000
711,37.331498,127.982072,아파트,원주혁신도시제일풍경채센텀포레,강원도,원주시,반곡동,54000,53000,40000,31000,0.7407407407407407,2023,5,34009,2023,4,42339,0,0,0
712,37.334435,127.975987,아파트,중흥S클래스,강원도,원주시,반곡동,80000,48000,45000,38000,0.5625,2023,6,53000,2023,5,44000,2023,3,47000
713,37.319011,127.976202,아파트,중흥에스-클래스프라디움,강원도,원주시,반곡동,70000,37000,47000,25000,0.6714285714285714,2023,6,38000,2023,5,35500,2023,3,37000
714,37.32128,127.977636,아파트,푸른숨LH3단지,강원도,원주시,반곡동,35000,25000,23000,23000,0.6571428571428571,0,0,0,0,0,0,0,0,0
715,37.335888,127.984214,아파트,푸른숨LH9단지,강원도,원주시,반곡동,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0
716,37.320704,127.98437,아파트,푸른숨휴브레스,강원도,원주시,반곡동,38500,23500,32000,20000,0.8311688311688312,2023,7,25500,2023,5,24000,2023,2,23900
717,37.323138,127.984843,아파트,힐데스하임5단지,강원도,원주시,반곡동,50000,37000,32000,29000,0.64,0,0,0,0,0,0,0,0,0
718,37.341562,127.968384,아파트,동신,강원도,원주시,봉산동,19000,15000,0,0,0.0,2023,6,15300,2023,5,15300,2022,9,15900
719,37.341417,127.966432,아파트,삼익,강원도,원주시,봉산동,18000,11000,12000,11000,0.6666666666666666,2023,6,14500,2023,5,12800,0,0,0
720,37.349866,127.955965,아파트,아포리배말타운,강원도,원주시,봉산동,30000,15000,17000,17000,0.5666666666666667,2023,6,17700,2023,5,16000,2023,2,19700
721,37.3455,127.96331,아파트,현대,강원도,원주시,봉산동,8000,8000,0,0,0.0,2023,3,5050,2023,2,6500,2022,9,7000
722,37.412186,127.954923,아파트,백운,강원도,원주시,소초면,4300,4000,0,0,0.0,2023,2,3100,2017,7,3950,2016,12,2700
723,37.411574,127.95794,아파트,영진1차,강원도,원주시,소초면,10500,5500,0,0,0.0,2023,5,5800,2023,3,5300,2023,2,5000
724,37.412151,127.957996,아파트,영진4차,강원도,원주시,소초면,6500,3800,0,0,0.0,2023,6,3000,2023,5,3800,2023,4,3300
725,37.412783,127.954161,아파트,우창,강원도,원주시,소초면,3500,3500,0,0,0.0,0,0,0,0,0,0,0,0,0
726,37.36268,127.936461,아파트,덕원,강원도,원주시,우산동,11000,7500,0,0,0.0,2023,5,8500,2023,4,8200,2023,2,7700
727,37.373053,127.939275,아파트,동보렉스1차,강원도,원주시,우산동,5800,5800,7300,5500,1.2586206896551724,2023,6,4600,2023,3,5800,2022,12,4000
728,37.373927,127.939534,아파트,동보렉스2차,강원도,원주시,우산동,9500,7500,0,0,0.0,2023,7,5400,2023,5,5700,2022,9,4500
729,37.366112,127.933827,아파트,동우,강원도,원주시,우산동,6500,5500,0,0,0.0,2023,3,5300,2022,4,4500,2016,1,4000
730,37.362455,127.937658,아파트,삼호,강원도,원주시,우산동,10500,10000,0,0,0.0,2023,7,9500,2023,5,8000,2022,11,10300
731,37.373054,127.940788,아파트,신일유토빌,강원도,원주시,우산동,25000,16500,0,0,0.0,2023,6,17000,2023,4,17500,2023,3,17400
732,37.367893,127.934203,아파트,하우스68(도시형),강원도,원주시,우산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,37.363649,127.932813,아파트,한라비발디1차,강원도,원주시,우산동,48000,23500,28000,28000,0.5833333333333334,2023,5,28500,2022,10,24000,2022,3,27300
734,37.363695,127.930905,아파트,한라비발디2차,강원도,원주시,우산동,33000,22500,25000,22000,0.7575757575757576,2023,6,24000,2022,10,24500,2022,9,21000
735,37.341662,127.94702,아파트,원동진로,강원도,원주시,원동,14500,9500,0,0,0.0,2022,1,6500,2021,8,6100,2020,7,4000
736,37.34424,127.947108,아파트,원동현진,강원도,원주시,원동,14000,8000,0,0,0.0,2023,2,9800,2022,8,9700,2022,7,9800
737,37.344392,127.944817,아파트,한주,강원도,원주시,원동,14500,8500,0,0,0.0,2023,5,8500,2023,3,8400,2022,10,11500
738,37.350426,127.941502,아파트,도시엔숲,강원도,원주시,일산동,11500,11500,0,0,0.0,0,0,0,0,0,0,0,0,0
739,37.350915,127.944996,아파트,두진하트리움시티(주상복합),강원도,원주시,일산동,45000,25000,32000,24000,0.7111111111111111,2023,2,26500,2022,10,26900,2022,7,29800
740,37.346636,127.946181,아파트,스카이빌라트,강원도,원주시,일산동,30000,30000,0,0,0.0,2021,1,20000,2017,7,17600,2013,4,28000
741,37.348101,127.938843,아파트,신진빌리지1차,강원도,원주시,일산동,16000,12000,8500,8500,0.53125,2023,3,9500,2021,10,10200,2021,9,8800
742,37.34584,127.93985,아파트,우보삼성,강원도,원주시,일산동,25000,7500,15000,7000,0.6,2021,9,6500,2021,8,6950,2021,7,6500
743,37.343886,127.942289,아파트,원흥2차,강원도,원주시,일산동,12000,9500,0,0,0.0,2023,6,11000,2023,4,10000,2023,3,10000
744,37.349219,127.938854,아파트,일산국제,강원도,원주시,일산동,17000,11000,12000,10000,0.7058823529411765,2023,6,7500,2023,5,11700,2023,4,11000
745,37.350864,127.94874,아파트,자유,강원도,원주시,중앙동,13500,11500,6500,6500,0.48148148148148145,2022,11,6250,2020,10,4750,2017,12,6200
746,37.383392,127.874482,아파트,원주기업도시라온프라이빗,강원도,원주시,지정면,41000,20500,25000,18000,0.6097560975609756,2023,7,23300,2023,6,22800,2023,5,19900
747,37.373909,127.868582,아파트,원주기업도시유보라아이비파크1단지,강원도,원주시,지정면,38000,21000,18000,17000,0.47368421052631576,2023,5,22000,2023,3,26500,2023,2,20500
748,37.375584,127.869722,아파트,원주기업도시유보라아이비파크2단지,강원도,원주시,지정면,42000,21000,24000,16000,0.5714285714285714,2023,6,22200,2023,5,21500,0,0,0
749,37.380638,127.869315,아파트,원주기업도시호반베르디움(3-1블록),강원도,원주시,지정면,43000,23000,28000,17000,0.6511627906976745,2023,6,23000,2023,5,24000,0,0,0
750,37.378934,127.868663,아파트,원주기업도시호반베르디움(3-2블록),강원도,원주시,지정면,40000,21500,25000,16000,0.625,2023,7,22800,2023,6,23000,2023,5,22500
751,37.38141,127.875349,아파트,원주기업도시호반베르디움8단지,강원도,원주시,지정면,40000,22000,22000,16000,0.55,2023,7,21800,2023,6,22800,2023,5,22500
752,37.377283,127.871719,아파트,원주롯데캐슬골드파크1차,강원도,원주시,지정면,65000,25000,25000,18000,0.38461538461538464,2023,6,27300,2023,5,26500,2023,4,27200
753,37.380891,127.871678,아파트,원주롯데캐슬골드파크2차,강원도,원주시,지정면,73000,26000,36000,19000,0.4931506849315068,2023,4,27000,2023,3,26500,2023,2,25600
754,37.378177,127.8791,아파트,원주롯데캐슬더퍼스트,강원도,원주시,지정면,48000,22200,25000,16000,0.5208333333333334,2023,6,22800,2023,5,22000,2023,4,26000
755,37.378916,127.876951,아파트,원주롯데캐슬더퍼스트2차,강원도,원주시,지정면,50000,21800,28000,17000,0.56,2023,7,23300,2023,6,22800,0,0,0
756,37.382822,127.870368,아파트,이지더원1차,강원도,원주시,지정면,60000,20500,34000,15000,0.5666666666666667,2023,7,20300,2023,6,20000,0,0,0
757,37.377265,127.868578,아파트,이지더원더그레이스,강원도,원주시,지정면,38000,21500,23000,17000,0.6052631578947368,2023,7,23400,2023,5,22200,2023,4,25000
758,37.371482,127.952993,아파트,e편한세상원주태장,강원도,원주시,태장동,29000,22000,17500,15000,0.603448275862069,2023,5,21500,2023,4,20700,2023,3,19500
